Time,Gx,Gy,Gz,Ax,Ay,Az
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.735428,0.252472,9.358871
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.663635,0.256058,9.588577
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.815582,0.367325,9.796753
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.904129,0.397232,9.908035
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.789276,0.411591,9.797958
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.712692,0.321869,9.784790
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.527252,0.355362,9.760864
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.461456,0.283585,9.718994
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.348984,0.201019,9.672333
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.284378,0.138809,9.667542
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.331039,0.207001,9.663956
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.662445,0.250076,9.753693
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.814392,0.378098,9.776428
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.790466,0.380478,9.819489
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.704330,0.490555,9.650803
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.792862,0.637711,9.333740
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.929245,0.595840,9.287094
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.565536,0.312286,9.740524
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.191055,0.098129,10.075531
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.067825,-0.084930,10.307632
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.113297,-0.227295,10.709625
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.193451,-0.028702,10.637833
2019-01-28 22:41:02:412,-0.141571,-0.094025,-0.122726,-0.307114,0.100525,10.046814
