Time,Gx,Gy,Gz,Ax,Ay,Az
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.690704,1.635513,9.526367
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,-0.103729,-0.186630,9.868546
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.192993,0.073013,10.026474
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.341354,0.613785,10.004929
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.449020,0.295532,9.949905
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.148727,-0.434280,9.832657
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.367661,0.238113,9.492874
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.020706,-0.368484,9.586197
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.088913,0.480988,9.657974
2019-01-28 22:53:55:5355,-0.023804,0.079086,-0.145264,0.313828,1.062439,9.215302
2019-01-28 22:53:55:5355,-0.022461,-0.271225,-0.101776,0.313828,1.062439,9.215302
2019-01-28 22:53:55:5355,-0.022461,-0.271225,-0.101776,0.629684,0.866226,9.936737
2019-01-28 22:53:55:5355,-0.022461,-0.271225,-0.101776,0.809143,0.041901,10.673737
2019-01-28 22:53:55:5355,-0.022461,-0.271225,-0.101776,0.617722,-0.025116,10.048004
2019-01-28 22:53:55:5355,-0.022461,-0.271225,-0.101776,0.688309,0.952377,9.445007
2019-01-28 22:53:55:5355,-0.022461,-0.271225,-0.101776,0.859390,0.485764,9.529953
2019-01-28 22:53:55:5355,-0.022461,-0.271225,-0.101776,0.876144,0.147186,9.467743
2019-01-28 22:53:55:5355,-0.022461,-0.271225,-0.101776,0.459793,0.229736,9.702240
2019-01-28 22:53:55:5355,-0.022461,-0.271225,-0.101776,0.956299,0.543198,9.881699
2019-01-28 22:53:55:5355,-0.022461,-0.271225,-0.101776,1.016129,0.022766,10.292068
2019-01-28 22:53:55:5355,-0.022461,-0.271225,-0.101776,0.353317,-0.399582,9.954681
2019-01-28 22:53:55:5355,-0.027588,-0.004227,0.061020,0.353317,-0.399582,9.954681
2019-01-28 22:53:55:5355,-0.027588,-0.004227,0.061020,0.348526,-0.717834,9.422287
2019-01-28 22:53:55:5355,-0.027588,-0.004227,0.061020,1.671768,-0.313446,9.105225
2019-01-28 22:53:55:5355,-0.027588,-0.004227,0.061020,1.796188,0.098129,9.655579
2019-01-28 22:53:55:5355,-0.027588,-0.004227,0.061020,0.165482,0.569519,10.013321
2019-01-28 22:53:55:5355,-0.027588,-0.004227,0.061020,-0.579895,0.686768,10.757477
2019-01-28 22:53:55:5355,-0.027588,-0.004227,0.061020,-0.750977,0.647278,10.932159
2019-01-28 22:53:55:5355,-0.027588,-0.004227,0.061020,-0.106110,0.442703,10.834045
2019-01-28 22:53:55:5355,-0.027588,-0.004227,0.061020,0.585419,0.196228,10.330353
2019-01-28 22:53:55:5355,-0.027588,-0.004227,0.061020,0.352112,0.368515,9.656784
2019-01-28 22:53:55:5355,0.237091,-0.032333,-0.115204,0.352112,0.368515,9.656784
2019-01-28 22:53:55:5355,0.237091,-0.032333,-0.115204,0.525589,0.478592,9.557480
2019-01-28 22:53:55:5355,0.237091,-0.032333,-0.115204,0.450226,1.265823,9.845810
2019-01-28 22:53:55:5355,0.237091,-0.032333,-0.115204,0.895279,0.447479,8.937744
2019-01-28 22:53:55:5355,0.237091,-0.032333,-0.115204,0.889297,1.273010,8.520187
2019-01-28 22:53:55:5355,0.237091,-0.032333,-0.115204,0.276733,2.258850,8.468750
2019-01-28 22:53:55:5355,0.237091,-0.032333,-0.115204,0.830688,1.410599,8.186386
2019-01-28 22:53:55:5355,0.237091,-0.032333,-0.115204,0.892899,1.188065,8.547714
2019-01-28 22:53:55:5355,0.237091,-0.032333,-0.115204,1.415726,1.379486,9.010727
2019-01-28 22:53:55:5355,0.237091,-0.032333,-0.115204,0.687119,0.965530,9.711807
2019-01-28 22:53:55:5355,0.237091,-0.032333,-0.115204,0.620117,0.890152,10.232254
2019-01-28 22:53:55:5355,-0.096680,-0.141983,-0.105438,0.620117,0.890152,10.232254
2019-01-28 22:53:55:5355,-0.096680,-0.141983,-0.105438,1.500671,0.362534,9.879318
2019-01-28 22:53:55:5355,-0.096680,-0.141983,-0.105438,1.188416,0.896149,9.836243
2019-01-28 22:53:55:5355,-0.096680,-0.141983,-0.105438,1.159698,0.009598,9.228470
2019-01-28 22:53:55:5355,-0.096680,-0.141983,-0.105438,0.891693,0.295547,10.101837
2019-01-28 22:53:55:5355,-0.096680,-0.141983,-0.105438,1.001770,0.923660,10.453598
2019-01-28 22:53:55:5355,-0.096680,-0.141983,-0.105438,0.204956,0.394836,10.804138
2019-01-28 22:53:55:5355,-0.096680,-0.141983,-0.105438,0.342545,0.963135,10.122192
2019-01-28 22:53:55:5355,-0.096680,-0.141983,-0.105438,0.114029,1.015778,9.691483
2019-01-28 22:53:55:5355,-0.096680,-0.141983,-0.105438,0.032669,0.758560,9.545517
2019-01-28 22:53:55:5355,-0.064728,0.172180,-0.017776,0.032669,0.758560,9.545517
2019-01-28 22:53:55:5355,-0.064728,0.172180,-0.017776,0.225296,0.880585,9.439041
2019-01-28 22:53:55:5355,-0.064728,0.172180,-0.017776,0.382034,0.571915,9.416306
2019-01-28 22:53:55:5355,-0.064728,0.172180,-0.017776,0.548325,0.589859,9.648407
2019-01-28 22:53:55:5355,-0.064728,0.172180,-0.017776,0.566269,0.555161,9.894867
2019-01-28 22:53:55:5355,-0.064728,0.172180,-0.017776,0.443039,0.635315,9.841034
2019-01-28 22:53:55:5355,-0.064728,0.172180,-0.017776,0.545929,0.763336,9.815903
2019-01-28 22:53:55:5355,-0.064728,0.172180,-0.017776,0.605759,0.702316,9.868546
2019-01-28 22:53:55:5355,-0.064728,0.172180,-0.017776,0.600967,0.702316,9.797958
2019-01-28 22:53:55:5355,-0.064728,0.172180,-0.017776,0.511246,0.585068,9.874527
2019-01-28 22:53:55:5355,-0.064728,0.172180,-0.017776,0.489700,0.498932,10.012115
2019-01-28 22:53:55:5355,0.058533,0.056244,0.161011,0.489700,0.498932,10.012115
2019-01-28 22:53:55:5355,0.058533,0.056244,0.161011,0.723007,0.191452,9.961868
2019-01-28 22:53:55:5355,0.058533,0.056244,0.161011,0.998184,0.113693,9.760864
2019-01-28 22:53:55:5355,0.058533,0.056244,0.161011,0.890503,0.238113,9.626877
2019-01-28 22:53:55:5355,0.058533,0.056244,0.161011,0.542343,0.402023,9.569443
2019-01-28 22:53:55:5355,0.058533,0.056244,0.161011,0.354507,0.479782,9.590988
2019-01-28 22:53:55:5355,0.058533,0.056244,0.161011,0.368866,0.513290,9.726166
2019-01-28 22:53:55:5355,0.058533,0.056244,0.161011,0.402374,0.567123,9.742920
2019-01-28 22:53:55:5355,0.058533,0.056244,0.161011,0.326996,0.581482,9.696259
2019-01-28 22:53:55:5355,0.058533,0.056244,0.161011,0.325790,0.637711,9.634048
2019-01-28 22:53:55:5355,0.011383,0.061615,0.028152,0.325790,0.637711,9.634048
2019-01-28 22:53:55:5355,0.011383,0.061615,0.028152,0.277939,0.611389,9.720184
2019-01-28 22:53:55:5355,0.011383,0.061615,0.028152,0.352112,0.524063,9.863754
2019-01-28 22:53:55:5355,0.011383,0.061615,0.028152,0.408356,0.539612,9.695068
2019-01-28 22:53:55:5355,0.011383,0.061615,0.028152,0.257599,0.530045,9.752502
2019-01-28 22:53:55:5355,0.011383,0.061615,0.028152,0.158295,0.488159,9.624481
2019-01-28 22:53:55:5355,0.011383,0.061615,0.028152,0.154709,0.342194,9.506027
2019-01-28 22:53:55:5355,0.011383,0.061615,0.028152,0.317413,0.361343,9.641235
2019-01-28 22:53:55:5355,0.011383,0.061615,0.028152,0.397583,0.398438,9.555084
2019-01-28 22:53:55:5355,0.011383,0.061615,0.028152,0.456207,0.473801,9.337341
2019-01-28 22:53:55:5355,0.011383,0.061615,0.028152,0.477737,0.497726,9.283508
2019-01-28 22:53:55:5355,-0.045364,0.095276,0.010208,0.477737,0.497726,9.283508
2019-01-28 22:53:55:5355,-0.045364,0.095276,0.010208,0.523193,0.502518,9.620880
2019-01-28 22:53:55:5355,-0.045364,0.095276,0.010208,0.507660,0.550369,9.673538
2019-01-28 22:53:55:5355,-0.045364,0.095276,0.010208,0.432281,0.558746,9.616104
